incident_id,created_at,resolved_at,status,severity,category,service,assigned_team,region,business_unit,root_cause,alerts_count,backlog_at_creation,repeat_incident,affected_users,assignment_delay_hours,num_comments,sla_hours,current_age_hours,resolution_hours,breached_sla,created_hour,is_weekend,month,summary
INC000001,2025-02-09 02:12:21,2025-02-11 12:17:56.468097246,Closed,P4,Cloud,Kubernetes,Platform Engineering,North America,Support,Node pressure,3,19,0,12,6.17,3,72,58.09,58.09,0,2,1,2025-02,Cloud issue affecting Kubernetes in North America; priority P4; root cause: Node pressure; team Platform Engineering
INC000846,2025-12-19 15:18:05,2025-12-20 22:57:42.293980602,Closed,P3,Application,Middleware,ERP Support,Europe,Engineering,API timeout,4,48,0,17,3.35,6,24,31.66,31.66,1,15,0,2025-12,Application issue affecting Middleware in Europe; priority P3; root cause: API timeout; team ERP Support
INC000847,2025-01-25 13:24:07,2025-01-28 14:58:42.085620294,Closed,P4,Database,MySQL,SRE,APAC,Engineering,Lock contention,1,24,0,7,2.33,2,72,73.58,73.58,1,13,1,2025-01,Database issue affecting MySQL in APAC; priority P4; root cause: Lock contention; team SRE
INC000848,2025-10-09 19:16:01,2025-10-09 22:51:40.759162463,Closed,P1,Network,VPN,NetOps,Europe,HR,Routing drift,4,29,0,94,0.12,15,4,3.59,3.59,0,19,0,2025-10,Network issue affecting VPN in Europe; priority P1; root cause: Routing drift; team NetOps
INC000849,2025-05-21 01:53:48,2025-05-21 08:29:14.122240846,Closed,P2,Database,MySQL,SRE,Europe,Sales,Lock contention,4,15,0,29,1.17,5,8,6.59,6.59,0,1,0,2025-05,Database issue affecting MySQL in Europe; priority P2; root cause: Lock contention; team SRE
INC000850,2025-09-30 01:27:11,,Open,P3,Security,SIEM,IAM Operations,LATAM,Operations,Suspicious login pattern,1,23,0,34,0.94,5,24,3982.55,,1,1,0,2025-09,Security issue affecting SIEM in LATAM; priority P3; root cause: Suspicious login pattern; team IAM Operations
INC000851,2025-01-26 04:24:20,2025-01-29 12:31:28.061231018,Closed,P4,Cloud,VMware,SRE,Europe,Finance,Storage latency,3,15,1,12,4.03,3,72,80.12,80.12,1,4,1,2025-01,Cloud issue affecting VMware in Europe; priority P4; root cause: Storage latency; team SRE
INC000852,2025-04-07 22:43:41,2025-04-10 09:08:25.414032805,Closed,P4,Access,Email Access,EUC Support,APAC,Sales,SSO token issue,0,13,0,12,8.32,3,72,58.41,58.41,0,22,0,2025-04,Access issue affecting Email Access in APAC; priority P4; root cause: SSO token issue; team EUC Support
INC000853,2025-09-09 16:15:53,2025-09-09 20:31:10.670173467,Closed,P1,Database,PostgreSQL,Platform Engineering,APAC,Finance,Connection pool exhaustion,8,6,0,82,0.27,14,4,4.25,4.25,1,16,0,2025-09,Database issue affecting PostgreSQL in APAC; priority P1; root cause: Connection pool exhaustion; team Platform Engineering
INC000854,2025-08-09 15:49:40,2025-08-10 10:18:27.374013363,Closed,P3,Network,SD-WAN,NetOps,Europe,HR,Firewall rule error,3,20,0,10,0.48,3,24,18.48,18.48,0,15,1,2025-08,Network issue affecting SD-WAN in Europe; priority P3; root cause: Firewall rule error; team NetOps
INC000855,2025-07-22 08:16:56,2025-07-22 15:24:18.265293621,Closed,P2,Database,MongoDB,Platform Engineering,North America,Finance,Lock contention,2,39,0,16,0.66,7,8,7.12,7.12,0,8,0,2025-07,Database issue affecting MongoDB in North America; priority P2; root cause: Lock contention; team Platform Engineering
INC000856,2025-12-27 00:46:41,2025-12-27 05:38:19.215859510,Closed,P1,Network,VPN,NetOps,Europe,Operations,Firewall rule error,6,18,1,27,0.0,15,4,4.86,4.86,1,0,1,2025-12,Network issue affecting VPN in Europe; priority P1; root cause: Firewall rule error; team NetOps
INC000857,2025-04-12 03:57:39,2025-04-14 07:46:42.678674219,Closed,P4,Access,VPN Access,Service Desk,North America,Sales,SSO token issue,0,24,0,5,5.82,1,72,51.82,51.82,0,3,1,2025-04,Access issue affecting VPN Access in North America; priority P4; root cause: SSO token issue; team Service Desk
INC000858,2025-02-03 20:27:55,2025-02-07 09:02:06.505391088,Closed,P4,Access,VPN Access,IAM Operations,APAC,Finance,SSO token issue,1,25,1,6,2.08,3,72,84.57,84.57,1,20,0,2025-02,Access issue affecting VPN Access in APAC; priority P4; root cause: SSO token issue; team IAM Operations
INC000859,2025-05-27 12:22:49,,Open,P4,Access,SSO,EUC Support,LATAM,Finance,Mailbox sync error,1,8,0,9,9.37,2,72,6995.62,,1,12,0,2025-05,Access issue affecting SSO in LATAM; priority P4; root cause: Mailbox sync error; team EUC Support
INC000860,2025-04-29 10:42:35,2025-05-01 18:07:08.532691975,Closed,P4,Network,Firewall,NOC,North America,Support,Firewall rule error,1,19,0,2,6.64,5,72,55.41,55.41,0,10,0,2025-04,Network issue affecting Firewall in North America; priority P4; root cause: Firewall rule error; team NOC
INC000861,2025-07-01 11:57:54,,Open,P4,Application,CRM,Middleware Ops,North America,Sales,Release defect,1,15,0,9,4.23,6,72,6156.03,,1,11,0,2025-07,Application issue affecting CRM in North America; priority P4; root cause: Release defect; team Middleware Ops
INC000862,2025-07-29 12:54:31,2025-07-30 16:18:26.134682650,Closed,P3,Application,ERP,Middleware Ops,APAC,Engineering,Cache inconsistency,3,35,0,11,2.52,8,24,27.4,27.4,1,12,0,2025-07,Application issue affecting ERP in APAC; priority P3; root cause: Cache inconsistency; team Middleware Ops
INC000863,2025-11-27 02:38:03,2025-11-29 23:45:51.112608059,Closed,P4,Cloud,Kubernetes,SRE,APAC,Operations,Autoscaling lag,0,25,0,17,5.79,5,72,69.13,69.13,0,2,0,2025-11,Cloud issue affecting Kubernetes in APAC; priority P4; root cause: Autoscaling lag; team SRE
INC000864,2025-09-27 09:15:33,2025-09-29 08:46:43.410585863,Closed,P4,Database,Oracle,SRE,Europe,Engineering,Connection pool exhaustion,0,20,0,16,3.86,2,72,47.52,47.52,0,9,1,2025-09,Database issue affecting Oracle in Europe; priority P4; root cause: Connection pool exhaustion; team SRE
INC000865,2025-03-15 21:02:34,2025-03-19 00:31:12.175629951,Closed,P4,Network,LAN,NetOps,Europe,Sales,Link instability,2,21,0,10,11.52,2,72,75.48,75.48,1,21,1,2025-03,Network issue affecting LAN in Europe; priority P4; root cause: Link instability; team NetOps
INC000866,2025-03-30 10:49:26,2025-03-31 13:19:16.352556635,Closed,P3,Application,ERP,App Support,North America,Operations,Cache inconsistency,1,19,0,24,1.98,8,24,26.5,26.5,1,10,1,2025-03,Application issue affecting ERP in North America; priority P3; root cause: Cache inconsistency; team App Support
INC000867,2026-03-14 23:20:55,2026-03-17 01:58:00.903868210,Closed,P4,Network,LAN,Infra Operations,Europe,Support,Capacity saturation,2,35,0,2,5.18,2,72,50.62,50.62,0,23,1,2026-03,Network issue affecting LAN in Europe; priority P4; root cause: Capacity saturation; team Infra Operations
INC000868,2025-08-18 13:35:54,2025-08-21 12:23:09.399503446,Closed,P4,Cloud,Kubernetes,CloudOps,APAC,Engineering,Misconfigured deployment,2,30,0,12,5.31,2,72,70.79,70.79,0,13,0,2025-08,Cloud issue affecting Kubernetes in APAC; priority P4; root cause: Misconfigured deployment; team CloudOps
INC000869,2025-09-14 20:02:51,2025-09-16 17:54:37.562640134,Closed,P4,Network,VPN,NOC,APAC,Engineering,Link instability,4,19,0,23,1.62,1,72,45.86,45.86,0,20,1,2025-09,Network issue affecting VPN in APAC; priority P4; root cause: Link instability; team NOC
INC000870,2025-12-24 20:48:04,2025-12-27 10:01:09.686251725,Closed,P4,Network,Firewall,NetOps,North America,Sales,Routing drift,1,23,0,10,7.34,1,72,61.22,61.22,0,20,0,2025-12,Network issue affecting Firewall in North America; priority P4; root cause: Routing drift; team NetOps
INC000871,2025-12-09 03:23:08,,Open,P3,Database,MongoDB,Platform Engineering,APAC,Support,Lock contention,4,27,0,13,2.18,4,24,2300.61,,1,3,0,2025-12,Database issue affecting MongoDB in APAC; priority P3; root cause: Lock contention; team Platform Engineering
INC000872,2025-09-23 14:22:57,2025-09-24 07:56:44.961595182,Closed,P3,Network,SD-WAN,NetOps,LATAM,Engineering,Firewall rule error,3,39,0,21,2.5,9,24,17.56,17.56,0,14,0,2025-09,Network issue affecting SD-WAN in LATAM; priority P3; root cause: Firewall rule error; team NetOps
INC000873,2025-05-11 09:55:24,2025-05-14 03:09:52.270342840,Closed,P4,Application,Billing,Middleware Ops,Europe,Finance,API timeout,2,27,0,6,8.19,2,72,65.24,65.24,0,9,1,2025-05,Application issue affecting Billing in Europe; priority P4; root cause: API timeout; team Middleware Ops
INC000874,2025-12-23 20:22:17,2025-12-24 22:17:29.342909516,Closed,P3,Database,MongoDB,DBA,North America,Finance,Replication lag,7,32,0,30,3.09,7,24,25.92,25.92,1,20,0,2025-12,Database issue affecting MongoDB in North America; priority P3; root cause: Replication lag; team DBA
INC000875,2025-06-30 09:05:30,2025-07-01 07:52:32.400922623,Closed,P3,Cloud,VMware,CloudOps,APAC,Finance,Node pressure,2,30,0,33,0.31,8,24,22.78,22.78,0,9,0,2025-06,Cloud issue affecting VMware in APAC; priority P3; root cause: Node pressure; team CloudOps
INC000876,2025-03-12 04:06:14,,Open,P3,Database,Oracle,SRE,North America,Support,Replication lag,3,27,0,32,2.29,5,24,8827.9,,1,4,0,2025-03,Database issue affecting Oracle in North America; priority P3; root cause: Replication lag; team SRE
INC000877,2025-09-16 02:52:43,2025-09-17 05:33:39.130768549,Closed,P3,Cloud,Azure,Platform Engineering,Europe,Engineering,Autoscaling lag,2,30,1,46,1.84,7,24,26.68,26.68,1,2,0,2025-09,Cloud issue affecting Azure in Europe; priority P3; root cause: Autoscaling lag; team Platform Engineering
INC000878,2025-10-07 14:25:01,2025-10-08 09:42:34.869076022,Closed,P3,Network,VPN,Infra Operations,North America,Finance,Capacity saturation,4,11,0,20,1.36,4,24,19.29,19.29,0,14,0,2025-10,Network issue affecting VPN in North America; priority P3; root cause: Capacity saturation; team Infra Operations
INC000879,2025-06-14 16:08:31,2025-06-15 01:25:41.122145249,Closed,P2,Network,VPN,NOC,North America,Operations,Firewall rule error,2,31,1,52,1.59,10,8,9.29,9.29,1,16,1,2025-06,Network issue affecting VPN in North America; priority P2; root cause: Firewall rule error; team NOC
INC000880,2025-04-25 06:46:35,2025-04-26 05:23:24.288028219,Closed,P3,Network,Firewall,Infra Operations,APAC,Finance,Routing drift,1,6,0,23,1.82,6,24,22.61,22.61,0,6,0,2025-04,Network issue affecting Firewall in APAC; priority P3; root cause: Routing drift; team Infra Operations
INC000881,2025-05-29 17:05:35,2025-06-01 02:26:45.637840566,Closed,P4,Security,SIEM,SecOps,North America,Engineering,Policy misconfiguration,0,21,0,5,2.75,3,72,57.35,57.35,0,17,0,2025-05,Security issue affecting SIEM in North America; priority P4; root cause: Policy misconfiguration; team SecOps
INC000882,2025-03-30 13:29:40,,Open,P3,Cloud,VMware,SRE,Europe,Finance,Node pressure,2,30,0,9,2.47,8,24,8386.51,,1,13,1,2025-03,Cloud issue affecting VMware in Europe; priority P3; root cause: Node pressure; team SRE
INC000883,2026-02-05 09:30:21,2026-02-06 03:35:00.462976055,Closed,P3,Security,SIEM,IAM Operations,Europe,Finance,Expired certificate,2,38,0,24,0.66,7,24,18.08,18.08,0,9,0,2026-02,Security issue affecting SIEM in Europe; priority P3; root cause: Expired certificate; team IAM Operations
INC000884,2026-03-02 19:37:13,,Open,P3,Security,Vulnerability Mgmt,IAM Operations,APAC,Sales,Endpoint isolation event,0,16,0,33,1.32,5,24,292.38,,1,19,0,2026-03,Security issue affecting Vulnerability Mgmt in APAC; priority P3; root cause: Endpoint isolation event; team IAM Operations
INC000885,2025-04-08 15:33:47,,Open,P3,Network,LAN,NOC,Europe,Engineering,Routing drift,3,39,0,19,1.94,6,24,8168.44,,1,15,0,2025-04,Network issue affecting LAN in Europe; priority P3; root cause: Routing drift; team NOC
INC000886,2025-03-25 07:47:41,2025-03-26 13:19:49.321036867,Closed,P3,Application,Middleware,ERP Support,LATAM,Operations,Release defect,2,27,0,7,2.21,4,24,29.54,29.54,1,7,0,2025-03,Application issue affecting Middleware in LATAM; priority P3; root cause: Release defect; team ERP Support
INC000887,2025-12-18 21:43:53,2025-12-21 09:54:55.628436046,Closed,P4,Network,SD-WAN,NetOps,LATAM,Support,Capacity saturation,3,36,0,9,2.52,3,72,60.18,60.18,0,21,0,2025-12,Network issue affecting SD-WAN in LATAM; priority P4; root cause: Capacity saturation; team NetOps
INC000888,2025-09-06 09:19:35,2025-09-06 16:02:08.386630448,Closed,P2,Application,Middleware,ERP Support,North America,Engineering,Cache inconsistency,3,5,0,22,1.14,8,8,6.71,6.71,0,9,1,2025-09,Application issue affecting Middleware in North America; priority P2; root cause: Cache inconsistency; team ERP Support
INC000889,2025-10-23 15:43:54,,Open,P2,Application,CRM,Middleware Ops,APAC,Finance,API timeout,6,42,1,73,0.38,11,8,3416.27,,1,15,0,2025-10,Application issue affecting CRM in APAC; priority P2; root cause: API timeout; team Middleware Ops
INC000890,2025-12-28 02:16:54,,Open,P3,Security,Endpoint,IAM Operations,Europe,Engineering,Endpoint isolation event,1,12,0,23,3.27,2,24,1845.72,,1,2,1,2025-12,Security issue affecting Endpoint in Europe; priority P3; root cause: Endpoint isolation event; team IAM Operations
INC000891,2025-05-28 09:08:43,2025-05-28 19:34:45.276750014,Closed,P2,Cloud,AWS,Platform Engineering,Europe,HR,Misconfigured deployment,6,24,0,72,1.28,7,8,10.43,10.43,1,9,0,2025-05,Cloud issue affecting AWS in Europe; priority P2; root cause: Misconfigured deployment; team Platform Engineering
INC000892,2025-01-07 14:06:22,,Open,P2,Database,MySQL,Platform Engineering,APAC,Operations,Lock contention,3,32,1,23,0.0,6,8,10353.89,,1,14,0,2025-01,Database issue affecting MySQL in APAC; priority P2; root cause: Lock contention; team Platform Engineering
INC000893,2025-10-03 22:34:53,2025-10-04 18:46:22.267167621,Closed,P3,Access,Privileged Access,Service Desk,Europe,Operations,Mailbox sync error,6,49,0,19,3.03,8,24,20.19,20.19,0,22,0,2025-10,Access issue affecting Privileged Access in Europe; priority P3; root cause: Mailbox sync error; team Service Desk
INC000894,2025-04-28 22:53:47,2025-04-30 00:26:29.897834472,Closed,P3,Access,VPN Access,IAM Operations,North America,Operations,Permission mismatch,2,12,0,32,0.72,4,24,25.55,25.55,1,22,0,2025-04,Access issue affecting VPN Access in North America; priority P3; root cause: Permission mismatch; team IAM Operations
INC000895,2025-02-11 22:37:53,,Open,P4,Security,SIEM,IAM Operations,LATAM,Finance,Endpoint isolation event,2,31,0,16,6.05,1,72,9505.37,,1,22,0,2025-02,Security issue affecting SIEM in LATAM; priority P4; root cause: Endpoint isolation event; team IAM Operations
INC000896,2025-10-18 14:56:12,2025-10-20 10:58:18.262277934,Closed,P4,Access,VPN Access,EUC Support,North America,Sales,SSO token issue,3,33,0,12,3.11,6,72,44.04,44.04,0,14,1,2025-10,Access issue affecting VPN Access in North America; priority P4; root cause: SSO token issue; team EUC Support
INC000897,2025-10-20 20:55:14,2025-10-22 08:42:32.077906270,Closed,P4,Access,Privileged Access,IAM Operations,Europe,Finance,Permission mismatch,2,3,0,6,4.13,2,72,35.79,35.79,0,20,0,2025-10,Access issue affecting Privileged Access in Europe; priority P4; root cause: Permission mismatch; team IAM Operations
INC000898,2025-08-26 14:36:57,2025-08-26 21:12:50.136818263,Closed,P2,Database,MongoDB,SRE,APAC,HR,Replication lag,3,29,0,25,0.3,5,8,6.6,6.6,0,14,0,2025-08,Database issue affecting MongoDB in APAC; priority P2; root cause: Replication lag; team SRE
INC000899,2025-06-09 04:24:02,2025-06-09 16:05:07.231510029,Closed,P2,Application,Middleware,App Support,North America,Engineering,Cache inconsistency,4,26,0,29,0.49,13,8,11.68,11.68,1,4,0,2025-06,Application issue affecting Middleware in North America; priority P2; root cause: Cache inconsistency; team App Support
INC000900,2025-07-20 00:09:44,2025-07-20 07:57:11.716197768,Closed,P2,Access,Email Access,Service Desk,Europe,Sales,Provisioning delay,2,18,0,31,0.34,9,8,7.79,7.79,0,0,1,2025-07,Access issue affecting Email Access in Europe; priority P2; root cause: Provisioning delay; team Service Desk
INC000901,2026-01-05 12:31:38,2026-01-06 05:25:44.201036930,Closed,P3,Application,Middleware,Middleware Ops,North America,Sales,Release defect,2,28,0,13,2.62,7,24,16.9,16.9,0,12,0,2026-01,Application issue affecting Middleware in North America; priority P3; root cause: Release defect; team Middleware Ops
INC000902,2025-08-14 15:31:15,,Open,P2,Access,SSO,EUC Support,Europe,Operations,Permission mismatch,4,25,0,85,0.45,9,8,5096.48,,1,15,0,2025-08,Access issue affecting SSO in Europe; priority P2; root cause: Permission mismatch; team EUC Support
INC000903,2025-12-24 00:06:06,2025-12-26 21:05:53.735509620,Closed,P4,Security,IAM,SecOps,North America,HR,Expired certificate,0,29,0,14,5.77,4,72,69.0,69.0,0,0,0,2025-12,Security issue affecting IAM in North America; priority P4; root cause: Expired certificate; team SecOps
INC000904,2025-10-05 08:40:54,2025-10-07 11:03:07.714981843,Closed,P4,Network,SD-WAN,NetOps,Europe,Sales,Capacity saturation,1,19,0,6,4.57,2,72,50.37,50.37,0,8,1,2025-10,Network issue affecting SD-WAN in Europe; priority P4; root cause: Capacity saturation; team NetOps
INC000905,2025-11-30 18:28:22,2025-12-01 09:04:21.934563303,Closed,P3,Cloud,AWS,CloudOps,North America,HR,Misconfigured deployment,2,30,1,42,1.77,5,24,14.6,14.6,0,18,1,2025-11,Cloud issue affecting AWS in North America; priority P3; root cause: Misconfigured deployment; team CloudOps
INC000906,2025-09-14 15:31:13,2025-09-15 04:10:15.136030906,Closed,P3,Cloud,AWS,Platform Engineering,APAC,Sales,Misconfigured deployment,1,26,0,16,0.79,3,24,12.65,12.65,0,15,1,2025-09,Cloud issue affecting AWS in APAC; priority P3; root cause: Misconfigured deployment; team Platform Engineering
INC000907,2025-06-14 00:26:43,2025-06-14 18:11:21.419566572,Closed,P3,Network,LAN,NetOps,Europe,Support,Capacity saturation,2,16,0,10,1.08,4,24,17.74,17.74,0,0,1,2025-06,Network issue affecting LAN in Europe; priority P3; root cause: Capacity saturation; team NetOps
INC000908,2025-02-20 23:42:21,2025-02-25 10:32:29.681144488,Closed,P4,Application,Billing,App Support,Europe,HR,Cache inconsistency,2,27,1,8,8.38,3,72,106.84,106.84,1,23,0,2025-02,Application issue affecting Billing in Europe; priority P4; root cause: Cache inconsistency; team App Support
INC000909,2025-09-17 09:26:04,2025-09-18 07:36:15.994574758,Closed,P3,Cloud,AWS,SRE,LATAM,Sales,Autoscaling lag,3,46,0,39,0.22,8,24,22.17,22.17,0,9,0,2025-09,Cloud issue affecting AWS in LATAM; priority P3; root cause: Autoscaling lag; team SRE
INC000910,2025-02-11 01:33:03,2025-02-14 06:48:07.722154348,Closed,P4,Access,Privileged Access,EUC Support,APAC,Support,Provisioning delay,2,20,0,7,8.05,5,72,77.25,77.25,1,1,0,2025-02,Access issue affecting Privileged Access in APAC; priority P4; root cause: Provisioning delay; team EUC Support
INC000911,2025-01-17 06:41:24,2025-01-19 14:53:36.368349596,Closed,P4,Network,LAN,Infra Operations,North America,HR,Link instability,1,19,0,7,3.47,2,72,56.2,56.2,0,6,0,2025-01,Network issue affecting LAN in North America; priority P4; root cause: Link instability; team Infra Operations
INC000912,2025-03-19 23:48:50,2025-03-22 20:29:17.997741086,Closed,P4,Database,Oracle,Platform Engineering,North America,Support,Slow queries,3,28,0,7,8.24,3,72,68.67,68.67,0,23,0,2025-03,Database issue affecting Oracle in North America; priority P4; root cause: Slow queries; team Platform Engineering
INC000913,2025-03-23 15:49:28,2025-03-25 23:35:41.585000154,Closed,P4,Network,Firewall,NetOps,North America,Operations,Firewall rule error,1,25,1,6,6.58,8,72,55.77,55.77,0,15,1,2025-03,Network issue affecting Firewall in North America; priority P4; root cause: Firewall rule error; team NetOps
INC000914,2026-03-09 17:55:55,2026-03-11 17:26:17.297880712,Closed,P4,Security,IAM,SecOps,North America,Engineering,Policy misconfiguration,0,17,0,14,2.23,2,72,47.51,47.51,0,17,0,2026-03,Security issue affecting IAM in North America; priority P4; root cause: Policy misconfiguration; team SecOps
INC000915,2025-04-23 06:58:21,2025-04-24 10:55:45.789974926,Closed,P3,Database,PostgreSQL,DBA,North America,Finance,Replication lag,2,10,0,20,1.75,8,24,27.96,27.96,1,6,0,2025-04,Database issue affecting PostgreSQL in North America; priority P3; root cause: Replication lag; team DBA
INC000916,2025-02-21 19:01:01,2025-02-24 00:11:42.779535169,Closed,P4,Network,Firewall,Infra Operations,APAC,Finance,Link instability,3,34,0,3,6.08,3,72,53.18,53.18,0,19,0,2025-02,Network issue affecting Firewall in APAC; priority P4; root cause: Link instability; team Infra Operations
INC000917,2025-11-12 14:10:08,2025-11-14 21:10:35.462160445,Closed,P4,Security,SIEM,SecOps,North America,Support,Suspicious login pattern,2,41,0,19,8.91,3,72,55.01,55.01,0,14,0,2025-11,Security issue affecting SIEM in North America; priority P4; root cause: Suspicious login pattern; team SecOps
INC000918,2025-10-04 03:30:29,2025-10-06 12:51:35.932367075,Closed,P4,Application,Billing,ERP Support,Europe,Finance,Dependency failure,0,16,0,9,6.98,7,72,57.35,57.35,0,3,1,2025-10,Application issue affecting Billing in Europe; priority P4; root cause: Dependency failure; team ERP Support
INC000919,2026-03-13 17:59:51,,Open,P3,Cloud,Azure,Platform Engineering,Europe,Sales,Autoscaling lag,1,37,1,7,2.01,1,24,30.0,,1,17,0,2026-03,Cloud issue affecting Azure in Europe; priority P3; root cause: Autoscaling lag; team Platform Engineering
INC000920,2025-06-22 13:59:03,2025-06-25 04:13:55.645604090,Closed,P4,Security,Endpoint,SecOps,LATAM,HR,Policy misconfiguration,0,23,0,8,8.15,3,72,62.25,62.25,0,13,1,2025-06,Security issue affecting Endpoint in LATAM; priority P4; root cause: Policy misconfiguration; team SecOps
INC000921,2025-10-28 14:06:49,,Open,P3,Security,IAM,SOC,Europe,Finance,Endpoint isolation event,2,34,0,18,1.07,5,24,3297.89,,1,14,0,2025-10,Security issue affecting IAM in Europe; priority P3; root cause: Endpoint isolation event; team SOC
INC000922,2025-07-02 06:12:25,2025-07-03 08:04:15.159625634,Closed,P3,Database,MongoDB,DBA,Europe,Finance,Slow queries,4,25,0,6,2.21,5,24,25.86,25.86,1,6,0,2025-07,Database issue affecting MongoDB in Europe; priority P3; root cause: Slow queries; team DBA
INC000923,2025-05-05 02:13:48,2025-05-05 21:33:37.764712953,Closed,P3,Network,LAN,NOC,North America,HR,Capacity saturation,1,8,0,22,2.3,3,24,19.33,19.33,0,2,0,2025-05,Network issue affecting LAN in North America; priority P3; root cause: Capacity saturation; team NOC
INC000924,2025-03-12 23:42:56,2025-03-14 14:14:28.678078774,Closed,P4,Network,Firewall,Infra Operations,Europe,Engineering,Capacity saturation,0,10,0,17,9.76,1,72,38.53,38.53,0,23,0,2025-03,Network issue affecting Firewall in Europe; priority P4; root cause: Capacity saturation; team Infra Operations
INC000925,2025-03-17 01:10:29,2025-03-18 09:01:17.928719974,Closed,P3,Application,ERP,App Support,North America,Finance,Cache inconsistency,5,28,1,27,2.8,4,24,31.85,31.85,1,1,0,2025-03,Application issue affecting ERP in North America; priority P3; root cause: Cache inconsistency; team App Support
INC000926,2025-02-14 12:35:17,2025-02-15 10:44:24.925803098,Closed,P3,Network,LAN,NOC,APAC,HR,Routing drift,5,38,0,10,2.44,6,24,22.15,22.15,0,12,0,2025-02,Network issue affecting LAN in APAC; priority P3; root cause: Routing drift; team NOC
INC000927,2025-03-24 22:01:18,2025-03-28 02:52:18.167442533,Closed,P4,Cloud,Azure,SRE,North America,Operations,Autoscaling lag,3,28,0,9,7.22,4,72,76.85,76.85,1,22,0,2025-03,Cloud issue affecting Azure in North America; priority P4; root cause: Autoscaling lag; team SRE
INC000928,2026-02-23 01:08:02,2026-02-24 02:08:59.377990100,Closed,P3,Security,Vulnerability Mgmt,IAM Operations,APAC,Support,Suspicious login pattern,0,45,0,20,3.44,4,24,25.02,25.02,1,1,0,2026-02,Security issue affecting Vulnerability Mgmt in APAC; priority P3; root cause: Suspicious login pattern; team IAM Operations
INC000929,2025-12-12 11:52:01,2025-12-14 19:34:54.868449477,Closed,P4,Security,SIEM,IAM Operations,Europe,Support,Suspicious login pattern,0,30,0,7,9.78,4,72,55.71,55.71,0,11,0,2025-12,Security issue affecting SIEM in Europe; priority P4; root cause: Suspicious login pattern; team IAM Operations
INC000930,2025-05-21 13:24:19,2025-05-24 03:55:52.972191460,Closed,P4,Access,Email Access,Service Desk,North America,Operations,Permission mismatch,0,18,1,8,8.77,4,72,62.53,62.53,0,13,0,2025-05,Access issue affecting Email Access in North America; priority P4; root cause: Permission mismatch; team Service Desk
INC000931,2025-07-20 12:51:39,2025-07-21 16:42:14.818165930,Closed,P3,Application,ERP,ERP Support,Europe,Engineering,Cache inconsistency,2,2,0,21,0.53,6,24,27.84,27.84,1,12,1,2025-07,Application issue affecting ERP in Europe; priority P3; root cause: Cache inconsistency; team ERP Support
INC000932,2025-01-25 06:31:51,2025-01-26 21:46:26.137214488,Closed,P3,Application,ERP,Middleware Ops,APAC,Finance,Cache inconsistency,3,17,1,15,1.6,2,24,39.24,39.24,1,6,1,2025-01,Application issue affecting ERP in APAC; priority P3; root cause: Cache inconsistency; team Middleware Ops
INC000933,2025-10-19 12:53:37,2025-10-20 22:28:12.487468727,Closed,P3,Cloud,Kubernetes,Platform Engineering,Europe,Operations,Node pressure,6,24,1,18,0.1,5,24,33.58,33.58,1,12,1,2025-10,Cloud issue affecting Kubernetes in Europe; priority P3; root cause: Node pressure; team Platform Engineering
INC000934,2026-02-22 08:13:20,2026-02-23 08:12:20.927369207,Closed,P3,Security,SIEM,SOC,North America,Operations,Endpoint isolation event,1,27,0,43,2.14,6,24,23.98,23.98,0,8,1,2026-02,Security issue affecting SIEM in North America; priority P3; root cause: Endpoint isolation event; team SOC
INC000935,2025-11-21 00:46:48,2025-11-21 06:39:23.045571616,Closed,P2,Application,Middleware,Middleware Ops,APAC,Support,Dependency failure,5,16,0,85,0.41,8,8,5.88,5.88,0,0,0,2025-11,Application issue affecting Middleware in APAC; priority P2; root cause: Dependency failure; team Middleware Ops
INC000936,2025-10-08 05:03:04,,Open,P2,Database,MySQL,SRE,North America,Sales,Slow queries,4,17,0,45,0.47,8,8,3786.95,,1,5,0,2025-10,Database issue affecting MySQL in North America; priority P2; root cause: Slow queries; team SRE
INC000937,2025-09-01 06:12:17,2025-09-01 19:00:02.336896212,Closed,P3,Security,SIEM,IAM Operations,Europe,Support,Suspicious login pattern,4,16,0,29,0.97,4,24,12.8,12.8,0,6,0,2025-09,Security issue affecting SIEM in Europe; priority P3; root cause: Suspicious login pattern; team IAM Operations
INC000938,2025-01-08 13:58:41,2025-01-09 03:29:49.393774447,Closed,P3,Database,PostgreSQL,DBA,North America,Finance,Replication lag,1,26,0,12,1.43,3,24,13.52,13.52,0,13,0,2025-01,Database issue affecting PostgreSQL in North America; priority P3; root cause: Replication lag; team DBA
INC000939,2025-12-14 00:05:10,2025-12-14 04:22:47.110375173,Closed,P1,Network,LAN,NetOps,North America,Finance,Firewall rule error,2,20,1,122,0.26,11,4,4.29,4.29,1,0,1,2025-12,Network issue affecting LAN in North America; priority P1; root cause: Firewall rule error; team NetOps
INC000940,2025-05-22 00:56:31,,Open,P3,Network,LAN,Infra Operations,APAC,Support,Capacity saturation,3,22,0,25,1.96,3,24,7127.06,,1,0,0,2025-05,Network issue affecting LAN in APAC; priority P3; root cause: Capacity saturation; team Infra Operations
INC000941,2025-10-08 19:17:00,,Open,P3,Cloud,Azure,Platform Engineering,APAC,Operations,Storage latency,3,22,0,40,1.93,5,24,3772.72,,1,19,0,2025-10,Cloud issue affecting Azure in APAC; priority P3; root cause: Storage latency; team Platform Engineering
